codigo,univComp
020080703,6
020080704,3
020080705,3
020080706,0
020080707,2
020080708,3
020080709,7
020080710,4
020080711,11
020080712,6
020080713,9
020080714,7
020080801,12
020080802,32
020080803,30
020080804,40
020080805,21
020080806,39
020080807,43
020080808,25
020080809,15
020080810,19
020080811,23
020080901,14
020080902,18
020080903,29
020080904,13
020080905,61
020080906,8
020080907,27
020080908,20
020080909,25
020081001,15
020081002,13
020081003,13
020081004,51
020081005,26
020081006,32
020081007,24
020081008,13
020081101,46
020081102,35
020081103,51
020081104,33
020081105,19
020081201,28
020081202,30
020081203,17
020081204,14
020081205,44
020081206,23
020081207,23
020081301,0
020081302,2
020081303,4
020081304,17
020081305,10
020081306,11
020081307,7
020081308,8
020081401,3
020081402,6
020081403,6
020081404,5
020081405,11
020081406,4
020081407,10
020081408,12
020081409,4
020081410,6
020081501,6
020081502,2
020081503,5
020081504,0
020081505,6
020081506,2
020081507,2
020081508,3
020081509,10
020081510,9
020081601,5
020081602,3
020081603,3
020081604,4
020081605,3
020081606,9
020081607,3
020081608,6
020081609,5
020081610,7
020081701,19
020081702,18
020081703,17
020081704,32
020081705,20
020090101,20
020090102,21
020090103,39
020090104,29
020090105,29
020090106,27
020090107,34
020090108,24
020090109,43
020090201,49
020090202,41
020090203,54
020090204,56
020090205,63
020090206,31
020090207,43
020090208,37
020090209,45
020090210,40
020090211,56
020090212,28
020090301,29
020090302,35
020090303,48
020090304,51
020090305,41
020090306,46
020090307,75
020090308,39
020090309,36
020090310,44
020090311,42
020090312,32
020090313,28
020090401,38
020090402,34
020090403,41
020090404,42
020090405,37
020090406,24
020090407,23
020090408,25
020090409,35
020090410,42
020090411,44
020090501,31
020090502,49
020090503,26
020090504,28
020090505,51
020090506,34
020090507,41
020090508,38
020090509,54
020090510,39
020090511,36
020090601,44
020090602,28
020090603,38
020090604,33
020090605,49
020090606,23
020090607,53
020090608,27
020090609,70
020090610,36
020090611,26
020090612,26
020090701,34
020090702,35
020090703,21
020090704,34
020090705,33
020090706,32
020090707,37
020090708,37
020090709,32
020090710,18
020090711,25
020090712,34
020090713,33
020090714,29
020090801,29
020090802,24
020090803,45
020090804,36
020090805,26
020090806,31
020090807,13
020090808,32
020090809,10
020090810,25
020090811,17
020090812,21
020090813,13
020090901,28
020090902,14
020090903,55
020090904,6
020090905,9
020090906,29
020090907,41
020090908,17
020090909,17
020090910,19
020090911,11
020090912,21
020090913,16
020090914,26
020091001,44
020091002,33
020091003,30
020091004,31
020091005,39
020091006,35
020091007,30
020091008,56
020091009,21
020091010,44
020091011,24
020091012,21
020091101,64
020091102,52
020091103,36
020091104,59
020091105,73
020091106,41
020091107,40
020091108,40
020091109,34
020091110,21
020091111,39
020091112,42
020091201,42
020091202,21
020091203,24
020091204,29
020091205,23
020091206,24
020091207,33
020091208,30
020091209,30
020091210,30
020091211,17
020091212,21
020091301,33
020091302,34
020091303,30
020091304,22
020091305,22
020091306,17
020091307,15
020091401,30
020091402,24
020091403,14
020091404,3
020091405,3
020091406,7
020091407,3
020091408,3
020091409,6
020091410,10
020091501,12
020091502,5
020091503,8
020091504,19
020091505,22
020091506,28
020091507,12
020091508,21
020091509,12
020091510,12
020091511,17
020091601,15
020091602,22
020091603,9
020091604,11
020091605,9
020091606,16
020091607,15
020091608,13
020091609,21
020091610,12
020091611,6
020091612,12
020091613,10
020100101,38
020100102,49
020100103,48
020100104,47
020100105,28
020100106,41
020100107,49
020100108,49
020100201,52
020100202,46
020100203,28
020100204,49
020100205,55
020100206,82
020100207,39
020100208,59
020100301,39
020100302,49
020100303,78
020100304,48
020100305,43
020100306,44
020100307,49
020100308,46
020100401,80
020100402,94
020100403,57
020100404,58
020100405,54
020100406,54
020100407,41
020100408,40
020100409,53
020100501,20
020100502,36
020100503,52
020100504,32
020100505,51
020100506,29
020100507,38
020100508,45
020100509,32
020100510,40
020100511,39
020100512,30
020100513,32
020100514,40
020100601,29
020100602,28
020100603,57
020100604,54
020100605,64
020100606,49
020100607,59
020100608,61
020100609,42
020100610,53
020100611,42
020100612,59
020100613,61
020100701,58
020100702,64
020100703,70
020100704,68
020100705,41
020100706,48
020100707,71
020100708,60
020100709,51
020100710,48
020100801,61
020100802,61
020100803,63
020100804,61
020100805,42
020100806,53
020100807,61
020100808,45
020100809,45
020100901,58
020100902,42
020100903,47
020100904,46
020100905,39
020100906,52
020100907,38
020100908,42
020100909,39
020100910,37
020101001,32
020101002,54
020101003,69
020101004,59
020101005,50
020101006,61
020101007,50
020101008,51
020101009,49
020101010,47
020101011,32
020101012,42
020101101,45
020101102,59
020101103,42
020101104,45
020101105,46
020101106,24
020101107,54
020101108,50
020101109,75
020101110,53
020101111,32
020101201,73
020101202,82
020101203,50
020101204,31
020101205,22
020101206,26
020101207,40
020101208,38
020101209,54
020101210,29
020101301,44
020101302,34
020101303,34
020101304,45
020101305,45
020101306,56
020101307,40
020101308,74
020101309,51
020101310,58
020101311,47
020101312,52
020101401,59
020101402,29
020101403,37
020101404,50
020101405,51
020101406,40
020101407,47
020101408,28
020101409,37
020101410,56
020101411,31
020101501,34
020101502,56
020101503,29
020101504,34
020101505,52
020101506,37
020101507,23
020101508,41
020101509,69
020101601,38
020101602,44
020101603,33
020101604,58
020101605,71
020101606,60
020101607,45
020101608,37
020101609,61
020101701,57
020101702,56
020101703,57
020101704,104
020101705,62
020101706,48
020101707,40
020101708,37
020101709,29
020101710,34
020101801,36
020101802,40
020101803,44
020101804,54
020101805,54
020101806,46
020101807,57
020101808,32
020101809,107
020101810,28
020101811,28
020101812,34
020101901,35
020101902,60
020101903,36
020101904,45
020101905,55
020101906,51
020101907,81
020101908,26
020101909,51
020101910,50
020101911,70
020101912,83
020110101,58
020110102,58
020110103,36
020110104,56
020110105,36
020110106,55
020110107,59
020110108,52
020110109,62
020110110,78
020110111,99
020110112,54
020110201,63
020110202,69
020110203,62
020110204,62
020110205,94
020110206,81
020110207,79
020110208,94
020110209,66
020110210,112
020110211,85
020110301,94
020110302,112
020110303,75
020110304,74
020110305,77
020110306,90
020110307,77
020110308,83
020110309,86
020110310,96
020110311,69
020110312,58
020110401,90
020110402,99
020110403,65
020110404,120
020110405,85
020110406,78
020110407,102
020110408,90
020110409,101
020110410,67
020110411,82
020110412,94
020110413,94
020110501,55
020110502,86
020110503,100
020110504,68
020110505,60
020110506,57
020110507,55
020110508,51
020110509,38
020110510,58
020110601,67
020110602,71
020110603,75
020110604,48
020110605,55
020110606,35
020110607,51
020110608,33
020110609,39
020110610,24
020110611,32
020110701,18
020110702,41
020110703,61
020110704,57
020110705,62
020110706,72
020110707,47
020110708,56
020110709,67
020110710,56
020110711,41
020110712,20
020110801,86
020110802,78
020110803,50
020110804,69
020110805,60
020110806,77
020110807,62
020110808,97
020110809,71
020110901,82
020110902,79
020110903,124
020110904,51
020110905,85
020110906,64
020110907,67
020110908,77
020110909,58
020110910,90
020110911,58
020110912,63
020111001,68
020111002,88
020111003,72
020111004,106
020111005,105
020111006,123
020111007,95
020111008,70
020111009,81
020111010,55
020111101,31
020111102,62
020111103,36
020111104,13
020111105,55
020111106,67
020111107,46
020111108,37
020111109,39
020111201,48
020111202,44
020111203,77
020111204,48
020111205,52
020111206,71
020111207,43
020111208,55
020111209,38
020111210,48
020111301,76
020111302,77
020111303,64
020111304,63
020111305,82
020111306,84
020111307,65
020111308,71
020111309,85
020111310,56
020111311,60
020111401,64
020111402,56
020111403,60
020111404,38
020111405,73
020111406,60
020111407,113
020111501,49
020111502,51
020111503,51
020111504,82
020111505,60
020111506,49
020111507,63
020111508,58
020111509,56
020111510,65
020111511,67
020111601,50
020111602,71
020111603,40
020111604,39
020111605,36
020111606,71
020111607,45
020111608,67
020111609,37
020111610,42
020111701,44
020111702,41
020111703,52
020111704,41
020111705,43
020111706,51
020111707,48
020111708,48
020111801,37
020111802,46
020111803,55
020111804,58
020111805,58
020111806,116
020111807,29
020111808,38
020111809,32
020111901,40
020111902,41
020111903,41
020111904,46
020111905,41
020111906,41
020111907,51
020111908,39
020111909,54
020112001,50
020112002,44
020112003,49
020112004,47
020112005,58
020112006,39
020112007,41
020112008,29
020112009,89
020112010,50
020112011,33
020112101,46
020112102,36
020112103,69
020112104,54
020112105,72
020112106,31
020112107,42
020112108,34
020112109,39
020112110,47
020112111,62
020112201,65
020112202,46
020112203,65
020112204,29
020112205,61
020112206,69
020112207,71
020112208,43
020112209,53
020112210,53
020112211,53
020120101,47
020120102,53
020120103,43
020120104,49
020120105,33
020120106,43
020120107,107
020120108,29
020120109,54
020120110,63
020120111,60
020120201,53
020120202,55
020120203,56
020120204,85
020120205,80
020120206,55
020120207,44
020120208,64
020120301,11
020120302,33
020120303,53
020120304,61
020120305,46
020120306,1
020120307,67
020120308,36
020120309,43
020120310,92
020120311,66
020120401,61
020120402,55
020120403,96
020120404,86
020120405,61
020120406,73
020120407,148
020120408,89
020120409,55
020120410,64
020120501,57
020120502,65
020120503,231
020120504,98
020120505,96
020120506,86
020120507,111
020120508,154
020120509,78
020120510,75
020120511,86
020120601,68
020120602,54
020120603,61
020120604,88
020120605,95
020120606,104
020120607,75
020120608,71
020120609,73
020120610,64
020120701,65
020120702,87
020120703,87
020120704,108
020120705,99
020120706,84
020120707,91
020120708,110
020120709,198
020120710,152
020120801,175
020120802,77
020120803,99
020120804,80
020120805,76
020120806,101
020120807,109
020120808,159
020120809,146
020120810,122
020120811,104
020120901,59
020120902,72
020120903,65
020120904,81
020120905,49
020120906,74
020120907,56
020121001,80
020121002,103
020121003,51
020121004,62
020121005,95
020121006,78
020121007,75
020121008,140
020121009,68
020121010,56
020121011,91
020121101,72
020121102,43
020121103,41
020121104,89
020121105,51
020121106,84
020121107,91
020121108,111
020121109,125
020121110,108
020121111,71
020121201,70
020121202,165
020121203,174
020121204,77
020121205,98
020121206,78
020121207,76
020121208,58
020121301,111
020121302,90
020121303,249
020121304,138
020121305,135
020121306,105
020121307,50
020121401,81
020121402,101
020121403,108
020121404,121
020121405,122
020121406,115
020121407,127
020121408,160
020121409,112
020121410,128
020121501,71
020121502,101
020121503,116
020121504,113
020121505,124
020121506,110
020121507,129
020121508,98
020121509,149
020121510,53
020121511,81
020121512,81
020121513,91
020121601,110
020121602,90
020121603,106
020121604,142
020121605,189
020121606,222
020121607,64
020121608,150
020121609,123
020121610,69
020121611,79
020121612,69
020121613,49
020121614,27
020121701,53
020121702,65
020121703,64
020121704,65
020121705,95
020121706,82
020121707,68
020121708,141
020121801,35
020121802,41
020121803,43
020121804,39
020121805,46
020121806,41
020121807,45
020121808,43
020121809,55
020121810,53
020121811,51
020121812,110
020121813,61
020121901,21
020121902,23
020121903,25
020121904,39
020121905,63
020121906,56
020121907,56
020121908,82
020121909,54
020121910,76
020121911,60
020121912,68
020121913,61
020122001,61
020122002,126
020122003,88
020122004,99
020122005,100
020122006,67
020122007,54
020122008,58
020122101,107
020122102,100
020122103,72
020122104,91
020122105,57
020122106,67
020122107,67
020122108,72
020122109,44
020122110,34
020122201,52
020122202,62
020122203,41
020122204,52
020122205,73
020122206,70
020122207,101
020122208,83
020122209,96
020122210,76
020122211,97
020130101,78
020130102,141
020130103,83
020130104,142
020130105,224
020130106,170
020130107,87
020130108,89
020130109,67
020130110,104
020130111,111
020130112,78
020130113,90
020130114,74
020130201,150
020130202,115
020130203,64
020130204,84
020130205,157
020130206,216
020130207,88
020130208,102
020130209,183
020130210,171
020130211,128
020130301,151
020130302,102
020130303,107
020130304,182
020130305,107
020130306,103
020130307,105
020130308,94
020130309,125
020130310,191
020130401,87
020130402,121
020130403,103
020130404,109
020130405,115
020130406,135
020130407,105
020130408,88
020130409,106
020130410,62
020130411,117
020130412,248
020130413,111
020130414,96
020130501,104
020130502,116
020130503,180
020130504,142
020130505,124
020130506,198
020130507,128
020130508,191
020130601,70
020130602,151
020130603,120
020130604,160
020130605,144
020130606,117
020130607,135
020130608,99
020130701,85
020130702,64
020130703,167
020130704,119
020130705,143
020130706,126
020130707,126
020130708,118
020130709,150
020130801,131
020130802,99
020130803,157
020130804,165
020130805,208
020130806,113
020130807,133
020130808,144
020130809,113
020130810,92
020130901,107
020130902,107
020130903,91
020130904,99
020130905,222
020130906,126
020130907,129
020130908,144
020130909,172
020130910,88
020131001,181
020131002,184
020131003,144
020131004,165
020131005,83
020131006,140
020131007,135
020131008,157
020131009,89
020131010,120
020131011,107
020131101,78
020131102,103
020131103,75
020131104,89
020131105,68
020131106,153
020131107,104
020131201,108
020131202,134
020131203,86
020131204,204
020131205,127
020131206,88
020131207,100
020131208,96
020131209,187
020131210,78
020131301,214
020131302,34
020131303,91
020131304,139
020131305,143
020131306,39
020131307,118
020131308,134
020131309,149
020131310,174
020131311,113
020131312,181
020131313,260
020131314,161
020131401,169
020131402,68
020131403,138
020131404,127
020131405,86
020131406,159
020131407,70
020131408,111
020131409,105
020131410,159
020131411,154
020131501,114
020131502,126
020131503,116
020131504,74
020131505,147
020131506,115
020131507,130
020131508,144
020131509,150
020131510,105
020131511,104
020131512,136
020131601,128
020131602,148
020131603,81
020131604,136
020131605,75
020131606,44
020131607,128
020131608,120
020131609,140
020131610,123
020131611,126
020131612,114
020131613,80
020131701,139
020131702,175
020131703,126
020131704,92
020131705,122
020131706,143
020131707,165
020131708,123
020131709,178
020131710,181
020131711,88
020131801,91
020131802,131
020131803,128
020131804,102
020131805,128
020131806,112
020131807,192
020131808,149
020131809,83
020131810,127
020131901,131
020131902,162
020131903,135
020131904,104
020131905,172
020131906,71
020131907,106
020131908,131
020131909,144
020131910,142
020131911,87
020131912,120
020132001,114
020132002,147
020132003,77
020132004,130
020132005,113
020132006,160
020132007,154
020132008,161
020132009,96
020132010,98
020132011,125
020132012,113
020132101,120
020132102,59
020132103,119
020132104,186
020132105,149
020132106,160
020132107,221
020132108,162
020132109,168
020132110,190
020132201,112
020132202,99
020132203,92
020132204,180
020132205,222
020132206,199
020132207,205
020132208,193
020132209,85
020132301,221
020132302,100
020132303,209
020132304,100
020132305,93
020132306,131
020132307,93
020132308,180
020132309,188
020132310,90
020132311,147
020132401,87
020132402,109
020132403,102
020132404,164
020132405,99
020132406,97
020132407,117
020132408,112
020132409,137
020132410,110
020132501,90
020132502,89
020132503,105
020132504,82
020132505,63
020132506,81
020132507,122
020132508,104
020132601,106
020132602,87
020132603,102
020132604,106
020132605,99
020132606,69
020132607,55
020132608,47
020132609,62
020132610,140
020132611,80
020132701,70
020132702,158
020132703,155
020132704,163
020132705,117
020132706,190
020132707,190
020132708,126
020132709,168
020132801,59
020132802,61
020132803,123
020132804,60
020132805,75
020132806,144
020132807,146
020132808,193
020132809,128
020132810,105
020132901,85
020132902,69
020132903,71
020132904,121
020132905,101
020132906,79
020132907,102
020132908,126
020132909,33
020132910,57
020132911,115
020140101,77
020140102,81
020140103,156
020140104,197
020140105,260
020140106,208
020140107,160
020140108,158
020140109,178
020140110,213
020140201,242
020140202,126
020140203,190
020140204,127
020140205,128
020140206,136
020140207,138
020140208,179
020140209,186
020140210,216
020140301,336
020140302,111
020140303,83
020140304,127
020140305,161
020140306,70
020140307,157
020140308,166
020140309,204
020140310,144
020140311,126
020140312,124
020140401,186
020140402,114
020140403,125
020140404,121
020140405,159
020140406,172
020140407,185
020140408,226
020140409,171
020140410,294
020140501,54
020140502,103
020140503,171
020140504,115
020140505,191
020140506,88
020140507,96
020140508,58
020140509,266
020140510,233
020140601,231
020140602,163
020140603,134
020140604,152
020140605,126
020140606,171
020140607,109
020140608,92
020140609,141
020140610,58
020140701,84
020140702,118
020140703,87
020140704,175
020140705,78
020140706,85
020140707,66
020140708,58
020140709,66
020140801,155
020140802,111
020140803,44
020140804,70
020140805,151
020140806,125
020140807,90
020140808,82
020140809,198
020140901,239
020140902,128
020140903,236
020140904,238
020140905,89
020140906,133
020140907,129
020140908,187
020140909,165
020140910,230
020140911,148
020140912,159
020140913,165
020141001,1
020141101,161
020141102,253
020141103,126
020141104,138
020141105,196
020141106,197
020141107,117
020141108,238
020141109,138
020141110,67
020141111,87
020141112,144
020141113,190
020141114,106
020141201,71
020141202,101
020141203,88
020141204,87
020141205,133
020141206,94
020141207,46
020141208,66
020141209,89
020141210,137
020141211,84
020141301,44
020141302,85
020141303,128
020141304,67
020141305,89
020141306,76
020141307,39
020141308,75
020141309,98
020141310,79
020141311,63
020141312,69
020141401,168
020141402,117
020141403,165
020141404,58
020141405,53
020141406,61
020141407,70
020141408,137
020141409,200
020141410,131
020141411,155
020141501,107
020141502,116
020141503,126
020141504,135
020141505,139
020141506,148
020141507,132
020141508,346
020141601,314
020141602,166
020141603,283
020141604,225
020141605,167
020141606,57
020141607,139
020141701,187
020141702,181
020141703,217
020141704,72
020141705,158
020141706,130
020141707,136
020141708,297
020141801,149
020141802,147
020141803,233
020141804,175
020141805,208
020141806,135
020141807,112
020141808,184
020141901,94
020141902,200
020141903,243
020141904,252
020141905,273
020142001,239
020142002,255
020142003,175
020142004,143
020142005,132
020142006,93
020142007,55
020142101,125
020142102,78
020142103,53
020142104,80
020142105,49
020142106,87
020142107,99
020142108,94
020142109,90
020142110,62
020142111,73
020142201,112
020142202,119
020142203,76
020142204,103
020142205,115
020142206,145
020142207,82
020142208,76
020142209,133
020142210,111
020142301,107
020142302,81
020142303,88
020142304,164
020142305,211
020142306,71
020142307,95
020142308,148
020142309,163
020142310,113
020142311,115
020142401,128
020142402,84
020142403,102
020142404,68
020142405,142
020142406,108
020142407,131
020142408,94
020142409,150
020142501,153
020142502,82
020142503,142
020142504,119
020142505,85
020142506,118
020142507,132
020142508,127
020142509,123
020142601,218
020142602,151
020142603,72
020142604,270
020142605,195
020142606,173
020142607,223
020142701,236
020142702,242
020142703,129
020142704,172
020142705,195
020142706,81
020142707,99
020142801,133
020142802,112
020142803,142
020142804,111
020142805,114
020142806,158
020142807,152
020142808,104
020142809,102
020142810,196
020142811,190
020142812,119
020142901,129
020142902,119
020142903,122
020142904,147
020142905,109
020142906,193
020142907,172
020142908,130
020142909,139
020142910,174
020142911,136
020143001,163
020143002,193
020143003,218
020143004,166
020143005,190
020143006,122
020143007,91
020143008,355
020143009,273
020143101,111
020143102,168
020143103,127
020143104,127
020143105,122
020143106,210
020143107,173
020143108,148
020143109,136
020143110,103
020143111,92
020143112,120
020150101,108
020150102,70
020150103,44
020150104,61
020150105,61
020150106,49
020150107,56
020150108,52
020150109,65
020150110,59
020150111,37
020150112,38
020150201,51
020150202,65
020150203,75
020150204,65
020150205,49
020150206,47
020150207,66
020150208,46
020150209,33
020150210,39
020150301,56
020150302,75
020150303,73
020150304,73
020150305,56
020150306,95
020150307,132
020150308,116
020150309,108
020150310,112
020150311,66
020150312,89
020150313,72
020150401,62
020150402,42
020150403,144
020150404,35
020150405,35
020150406,48
020150407,66
020150408,62
020150409,37
020150410,42
020150411,47
020150412,63
020150413,44
020150414,32
020150501,74
020150502,84
020150503,58
020150504,39
020150505,70
020150506,45
020150507,40
020150508,53
020150509,23
020150510,31
020150511,35
020150512,59
020150513,52
020150514,40
020150601,60
020150602,63
020150603,65
020150604,61
020150605,45
020150606,64
020150607,53
020150701,32
020150702,13
020150703,20
020150704,20
020150705,31
020150706,16
020150707,39
020150708,31
020150709,36
020150710,54
020150711,42
020150712,37
020150801,27
020150802,16
020150803,51
020150804,26
020150805,42
020150806,49
020150807,54
020150808,44
020150809,64
020150810,71
020150901,47
020150902,27
020150903,61
020150904,14
020150905,30
020150906,17
020150907,24
020150908,37
020151001,119
020151002,76
020151003,96
020151004,70
020151005,78
020151006,47
020151007,119
020151008,51
020151009,65
020151010,70
020151011,70
020151012,74
020151013,78
020151101,63
020151102,140
020151103,71
020151104,58
020151105,49
020151106,46
020151107,40
020151108,64
020151109,85
020151110,45
020151111,151
020151112,108
020151113,72
020151201,49
020151202,55
020151203,62
020151204,60
020151205,86
020151206,48
020151207,34
020151208,72
020151209,42
020151301,68
020151302,57
020151303,67
020151304,73
020151305,49
020151306,62
020151307,86
020151308,50
020151309,103
020151310,75
020151401,70
020151402,90
020151403,60
020151404,87
020151405,97
020151406,83
020151407,168
020151408,48
020151409,41
020151410,48
020151411,57
020151501,57
020151502,51
020151503,99
020151504,44
020151505,19
020151506,35
020151507,34
020151508,37
020151509,112
020151510,67
020151601,59
020151602,55
020151603,88
020151604,65
020151605,46
020151606,54
020151607,81
020151608,94
020151609,77
020151610,73
020151611,68
020151701,83
020151702,79
020151703,86
020151704,94
020151705,92
020151706,72
020151707,58
020151708,63
020151709,69
020151710,99
020151711,91
020151712,91
020151801,54
020151802,39
020151803,66
020151804,53
020151805,49
020151806,60
020151807,114
020151808,62
020151809,52
020151810,62
020151811,88
020151812,72
020151813,66
020151901,60
020151902,81
020151903,79
020151904,99
020151905,98
020151906,82
020151907,96
020151908,66
020151909,99
020151910,125
020151911,79
020152001,107
020152002,82
020152003,86
020152004,69
020152005,66
020152006,71
020152007,79
020152008,72
020152009,41
020152010,87
020152011,71
020152012,79
020152101,92
020152102,125
020152103,67
020152104,109
020152105,38
020152106,116
020152107,48
020152108,72
020152109,86
020152110,92
020152111,128
020152112,44
020152113,100
